car_reg,purchase_date,year,month,county,make,model,type,colour,tax_band,price
201-L-3618,2020-06-04,2020,4,GALWAY,TOYOTA,PRIUS,HATCHBACK,RED,B,35356.0
181-W-1494,2018-09-01,2018,1,GALWAY,FORD,FOCUS,HATCHBACK,WHITE,A,31436.0
181-C-3253,2018-02-01,2018,1,GALWAY,MERCEDES,C-CLASS,SALOON,BLUE,B,80152.0
181-W-3887,2018-05-20,2018,5,WATERFORD,MAZDA,MAZDA6,ESTATE,WHITE,B,37610.0
192-D-4744,2019-07-07,2019,7,DUBLIN,OPEL,CROSSLAND X,SUV,RED,A,25519.0
202-D-2539,2020-12-07,2020,7,DUBLIN,OPEL,CROSSLAND X,SUV,WHITE,A,26941.0
202-L-2438,2020-07-20,2020,7,LIMERICK,MAZDA,CX-5,SUV,BLUE,B,49761.0
201-C-2398,2019-03-17,2019,3,CORK,MAZDA,MAZDA6,SALOON,WHITE,B,38453.0
191-D-1470,2019-03-16,2019,3,GALWAY,MERCEDES,GLC-CLASS,SUV,SILVER,C,113764.0
202-L-2144,2019-06-07,2019,7,LIMERICK,TOYOTA,YARIS,HATCHBACK,BLUE,A,18025.0
201-G-4549,2020-01-22,2020,1,GALWAY,OPEL,GRANDLAND X,SUV,BLUE,B,40035.0
182-D-462,2018-07-14,2018,7,GALWAY,MERCEDES,C-CLASS,ESTATE,RED,B,77656.0
191-W-3486,2019-03-21,2019,3,GALWAY,BMW,X3,SUV,WHITE,C,99367.0
201-C-2363,2020-07-05,2020,5,GALWAY,MERCEDES,A-CLASS,SALOON,RED,B,33877.0
191-C-656,2019-01-22,2019,1,CORK,OPEL,CROSSLAND X,SUV,RED,A,24946.0
201-L-421,2019-02-25,2019,2,LIMERICK,BMW,X3,SUV,RED,C,80167.0
202-G-2572,2018-05-07,2018,7,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,34817.0
202-D-1359,2020-07-10,2020,10,DUBLIN,FORD,KUGA,SUV,ORANGE,B,34282.0
191-L-189,2019-01-21,2019,1,GALWAY,BMW,3 SERIES,HATCHBACK,WHITE,C,53867.0
192-D-1912,2019-07-26,2019,7,DUBLIN,MAZDA,MAZDA6,ESTATE,BLUE,B,38345.0
201-C-4731,2020-02-22,2020,2,CORK,FORD,FOCUS,HATCHBACK,RED,A,30017.0
201-W-694,2018-01-01,2018,1,WATERFORD,TOYOTA,COROLLA,SALOON,WHITE,B,31896.0
202-D-634,2020-07-20,2020,7,DUBLIN,OPEL,ASTRA,HATCHBACK,BLUE,A,29170.0
201-L-4491,2020-01-03,2020,3,LIMERICK,FORD,KUGA,SUV,BLUE,B,49071.0
191-C-2531,2019-02-19,2019,2,GALWAY,OPEL,ASTRA,HATCHBACK,WHITE,A,29254.0
201-D-21,2020-05-21,2020,5,DUBLIN,OPEL,CROSSLAND X,SUV,WHITE,A,23917.0
201-D-3145,2020-01-19,2020,1,GALWAY,TOYOTA,YARIS,HATCHBACK,ORANGE,A,16497.0
192-W-1655,2019-07-18,2019,7,GALWAY,TOYOTA,YARIS,HATCHBACK,RED,A,19807.0
181-D-4506,2018-03-15,2018,3,GALWAY,FORD,MUSTANG,COUPE,RED,C,58834.0
201-W-3177,2019-03-20,2019,3,WATERFORD,BMW,2 SERIES,COUPE,RED,B,118879.0
201-W-1215,2020-02-21,2020,2,GALWAY,OPEL,GRANDLAND X,SUV,RED,B,34650.0
191-D-4491,2019-12-02,2019,2,DUBLIN,MAZDA,MAZDA6,ESTATE,SILVER,B,43211.0
201-D-2675,2020-01-14,2020,1,DUBLIN,AUDI,A4,SALOON,WHITE,B,52665.0
181-L-346,2018-01-02,2018,2,LIMERICK,AUDI,A6,SALOON,BLUE,C,60540.0
191-D-2879,2019-01-17,2019,1,GALWAY,MAZDA,CX-30,SUV,RED,B,35721.0
181-D-2032,2018-02-01,2018,1,GALWAY,MAZDA,MAZDA6,ESTATE,WHITE,B,36116.0
201-D-3357,2020-03-21,2020,3,GALWAY,TOYOTA,COROLLA,SALOON,SILVER,B,31563.0
181-D-2378,2018-11-05,2018,5,DUBLIN,TOYOTA,COROLLA,HATCHBACK,RED,B,29364.0
201-G-2311,2020-01-20,2020,1,GALWAY,MERCEDES,C-CLASS,ESTATE,WHITE,B,53001.0
201-D-2618,2020-02-02,2020,2,DUBLIN,TOYOTA,RAV4,SUV,WHITE,B,41840.0
181-G-3300,2018-09-02,2018,2,GALWAY,BMW,3 SERIES,ESTATE,WHITE,B,62098.0
202-D-1399,2020-03-07,2020,7,DUBLIN,FORD,MUSTANG,COUPE,BLUE,C,49496.0
202-G-454,2020-07-14,2020,7,GALWAY,FORD,FOCUS,ESTATE,WHITE,A,38414.0
181-D-3511,2018-12-02,2018,2,DUBLIN,TOYOTA,CAMERY,SALOON,BLUE,B,41309.0
202-D-4246,2020-07-21,2020,7,DUBLIN,TOYOTA,YARIS,HATCHBACK,BLUE,A,16117.0
201-G-3513,2018-01-20,2018,1,GALWAY,MAZDA,CX-30,SUV,WHITE,B,43712.0
191-D-1279,2019-11-02,2019,2,DUBLIN,FORD,FOCUS,HATCHBACK,SILVER,A,40409.0
202-D-4986,2019-07-15,2019,7,DUBLIN,BMW,X3,SUV,SILVER,C,65418.0
191-G-1908,2019-03-01,2019,1,GALWAY,MAZDA,MAZDA6,SALOON,WHITE,B,41804.0
181-D-4678,2018-03-24,2018,3,GALWAY,BMW,3 SERIES,SALOON,WHITE,B,51109.0
201-D-4064,2020-01-15,2020,1,DUBLIN,MERCEDES,AMG-GT,HATCHBACK,WHITE,D,225048.0
201-C-2293,2020-05-26,2020,5,CORK,FORD,FOCUS,HATCHBACK,RED,A,41008.0
201-D-4717,2020-03-17,2020,3,DUBLIN,MAZDA,MAZDA3,HATCHBACK,BLUE,B,35689.0
191-L-4747,2019-01-23,2019,1,GALWAY,OPEL,CORSA,HATCHBACK,WHITE,A,23593.0
201-G-1802,2020-01-21,2020,1,GALWAY,FORD,MONDEO,HATCHBACK,ORANGE,B,34597.0
192-L-4252,2019-07-27,2019,7,LIMERICK,FORD,FOCUS,ESTATE,BLUE,A,25802.0
191-D-4084,2019-02-21,2019,2,GALWAY,TOYOTA,PRIUS,HATCHBACK,WHITE,B,35843.0
181-L-2639,2018-02-15,2018,2,LIMERICK,TOYOTA,CAMERY,SALOON,WHITE,B,41047.0
201-D-1786,2020-01-26,2020,1,GALWAY,TOYOTA,COROLLA,SALOON,BLUE,B,29554.0
201-C-2441,2020-02-15,2020,2,CORK,OPEL,CORSA,HATCHBACK,ORANGE,A,21110.0
201-W-2607,2020-01-20,2020,1,WATERFORD,OPEL,CORSA,HATCHBACK,RED,A,20219.0
201-D-3864,2020-01-14,2020,1,DUBLIN,FORD,FOCUS,ESTATE,SILVER,A,28353.0
202-W-741,2019-09-24,2019,9,WATERFORD,FORD,KUGA,SUV,WHITE,B,47768.0
201-D-1720,2020-07-01,2020,1,DUBLIN,MERCEDES,A-CLASS,HATCHBACK,RED,B,35148.0
181-G-4865,2018-02-23,2018,2,GALWAY,MAZDA,MAZDA3,HATCHBACK,RED,B,34153.0
192-D-2214,2019-07-15,2019,7,DUBLIN,BMW,3 SERIES,SALOON,SILVER,B,41917.0
202-D-1093,2020-10-07,2020,7,DUBLIN,FORD,MUSTANG,COUPE,RED,C,71506.0
191-D-3339,2019-03-01,2019,1,GALWAY,OPEL,ASTRA,ESTATE,RED,B,28052.0
201-D-2239,2020-12-04,2020,4,DUBLIN,TOYOTA,CAMERY,SALOON,RED,B,40509.0
181-C-2376,2018-03-01,2018,1,CORK,MAZDA,MAZDA6,SALOON,BLUE,B,39777.0
202-D-679,2020-07-14,2020,7,DUBLIN,BMW,2 SERIES,COUPE,ORANGE,B,40999.0
181-C-4678,2018-07-03,2018,3,CORK,FORD,FIESTA,HATCHBACK,SILVER,A,28675.0
201-D-2093,2020-12-01,2020,1,GALWAY,TOYOTA,PRIUS,HATCHBACK,BLUE,B,36601.0
191-G-1417,2019-01-16,2019,1,GALWAY,TOYOTA,YARIS,HATCHBACK,WHITE,A,16182.0
201-C-2832,2020-06-01,2020,1,CORK,OPEL,CROSSLAND X,SUV,BLUE,A,24917.0
202-L-2771,2019-08-17,2019,8,LIMERICK,MAZDA,MAZDA3,HATCHBACK,BLUE,B,29110.0
201-D-4945,2020-03-13,2020,3,DUBLIN,BMW,2 SERIES,COUPE,RED,B,107022.0
201-W-2906,2020-01-25,2020,1,WATERFORD,BMW,3 SERIES,ESTATE,SILVER,B,53345.0
201-G-2404,2019-02-26,2019,2,GALWAY,MAZDA,MAZDA3,HATCHBACK,RED,B,32071.0
181-L-412,2018-01-17,2018,1,LIMERICK,OPEL,CROSSLAND X,SUV,SILVER,A,25023.0
202-C-1730,2020-07-08,2020,8,CORK,MAZDA,MAZDA3,HATCHBACK,SILVER,B,31232.0
182-D-3958,2018-11-23,2018,11,GALWAY,FORD,FIESTA,HATCHBACK,RED,A,27208.0
181-D-2039,2018-01-22,2018,1,DUBLIN,AUDI,A4,ESTATE,BLUE,B,51402.0
202-D-3252,2020-10-17,2020,10,GALWAY,OPEL,ASTRA,HATCHBACK,RED,A,28263.0
192-W-1706,2019-08-22,2019,8,GALWAY,BMW,3 SERIES,ESTATE,ORANGE,B,54037.0
181-D-3419,2018-01-22,2018,1,DUBLIN,OPEL,CORSA,HATCHBACK,WHITE,A,18868.0
192-W-2259,2019-07-15,2019,7,GALWAY,OPEL,GRANDLAND X,SUV,RED,B,29102.0
201-G-567,2020-03-01,2020,1,GALWAY,TOYOTA,COROLLA,SALOON,RED,B,30392.0
201-C-1989,2019-03-20,2019,3,CORK,OPEL,ASTRA,ESTATE,SILVER,B,25101.0
182-D-1169,2018-04-08,2018,8,DUBLIN,AUDI,A4,ESTATE,BLUE,B,42812.0
201-W-1989,2019-10-03,2019,3,WATERFORD,MAZDA,CX-5,SUV,WHITE,B,51571.0
191-G-2290,2019-01-18,2019,1,GALWAY,MAZDA,CX-5,SUV,WHITE,B,30846.0
181-W-4222,2018-02-25,2018,2,WATERFORD,AUDI,A4,ESTATE,WHITE,B,53059.0
201-L-4240,2020-02-05,2020,5,LIMERICK,MAZDA,MAZDA6,SALOON,WHITE,B,40167.0
182-G-2929,2018-04-08,2018,8,GALWAY,TOYOTA,COROLLA,SALOON,WHITE,B,31576.0
181-D-1098,2018-11-04,2018,4,DUBLIN,AUDI,A6,SALOON,WHITE,C,61922.0
192-W-3082,2019-10-07,2019,7,WATERFORD,OPEL,CORSA,HATCHBACK,ORANGE,A,22993.0
192-G-3444,2019-07-21,2019,7,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,38182.0
202-D-3244,2020-07-20,2020,7,DUBLIN,TOYOTA,COROLLA,HATCHBACK,WHITE,B,30169.0
181-L-2820,2018-01-25,2018,1,LIMERICK,OPEL,CORSA,HATCHBACK,WHITE,A,21523.0
181-D-3997,2018-01-16,2018,1,GALWAY,MAZDA,MAZDA3,SALOON,BLUE,B,31610.0
181-D-3095,2018-01-13,2018,1,GALWAY,BMW,3 SERIES,ESTATE,RED,B,61715.0
201-D-2938,2019-12-04,2019,4,DUBLIN,FORD,FIESTA,HATCHBACK,RED,A,29632.0
202-L-4316,2020-07-21,2020,7,GALWAY,MERCEDES,A-CLASS,HATCHBACK,ORANGE,B,45502.0
191-G-2170,2019-02-13,2019,2,GALWAY,OPEL,CROSSLAND X,SUV,ORANGE,A,27393.0
201-L-3154,2018-06-01,2018,1,LIMERICK,BMW,3 SERIES,SALOON,BLUE,B,47893.0
191-D-1379,2019-09-02,2019,2,DUBLIN,OPEL,ASTRA,HATCHBACK,WHITE,A,25518.0
201-L-913,2018-07-02,2018,2,LIMERICK,BMW,5 SERIES,ESTATE,BLUE,C,66662.0
202-C-3277,2020-02-11,2020,11,CORK,BMW,3 SERIES,ESTATE,SILVER,B,68202.0
201-D-1695,2019-09-01,2019,1,DUBLIN,AUDI,A4,ESTATE,WHITE,B,50270.0
202-D-4446,2018-07-26,2018,7,DUBLIN,TOYOTA,CAMERY,SALOON,BLUE,B,40855.0
191-D-4232,2019-01-19,2019,1,GALWAY,TOYOTA,COROLLA,HATCHBACK,WHITE,B,31876.0
201-D-2339,2018-01-13,2018,1,DUBLIN,FORD,FOCUS,HATCHBACK,WHITE,A,39044.0
182-D-2458,2018-12-07,2018,7,DUBLIN,TOYOTA,COROLLA,HATCHBACK,RED,B,28708.0
181-D-3701,2018-01-23,2018,1,GALWAY,AUDI,Q3,SUV,BLUE,B,43551.0
181-D-224,2018-02-02,2018,2,DUBLIN,OPEL,CORSA,HATCHBACK,RED,A,24899.0
201-C-2832,2020-09-04,2020,4,GALWAY,OPEL,CROSSLAND X,SUV,RED,A,22681.0
191-C-4730,2019-01-21,2019,1,CORK,TOYOTA,CAMERY,SALOON,WHITE,B,42036.0
182-C-4373,2018-07-22,2018,7,CORK,FORD,FOCUS,ESTATE,BLUE,A,35248.0
192-L-512,2019-07-17,2019,7,GALWAY,BMW,3 SERIES,ESTATE,RED,B,70378.0
201-C-2759,2020-09-01,2020,1,GALWAY,MERCEDES,A-CLASS,HATCHBACK,BLUE,B,43484.0
201-D-920,2018-09-01,2018,1,DUBLIN,BMW,5 SERIES,ESTATE,WHITE,C,82062.0
201-C-25,2020-02-04,2020,4,CORK,MAZDA,CX-5,SUV,WHITE,B,32296.0
182-D-4462,2018-08-07,2018,7,GALWAY,BMW,X3,SUV,RED,C,63853.0
181-D-3326,2018-09-01,2018,1,DUBLIN,OPEL,CORSA,HATCHBACK,WHITE,A,24267.0
181-C-860,2018-02-02,2018,2,GALWAY,BMW,3 SERIES,ESTATE,RED,B,57596.0
202-G-4334,2020-09-07,2020,7,GALWAY,OPEL,INSIGNIA,HATCHBACK,BLUE,B,31832.0
202-D-4491,2020-07-25,2020,7,DUBLIN,OPEL,ASTRA,HATCHBACK,SILVER,A,29230.0
191-D-1318,2019-04-01,2019,1,GALWAY,MAZDA,CX-30,SUV,RED,B,35235.0
202-G-4541,2020-07-16,2020,7,GALWAY,OPEL,ASTRA,HATCHBACK,WHITE,A,32915.0
182-L-411,2018-10-07,2018,7,GALWAY,FORD,MUSTANG,COUPE,RED,C,56533.0
201-D-3554,2020-02-16,2020,2,DUBLIN,FORD,FOCUS,ESTATE,SILVER,A,26897.0
201-C-1026,2019-01-02,2019,2,CORK,OPEL,ASTRA,HATCHBACK,WHITE,A,31464.0
201-G-3838,2018-04-01,2018,1,GALWAY,TOYOTA,RAV4,SUV,SILVER,B,38561.0
191-C-4809,2019-11-03,2019,3,GALWAY,BMW,2 SERIES,COUPE,RED,B,35775.0
182-D-3895,2018-02-07,2018,7,DUBLIN,TOYOTA,YARIS,HATCHBACK,SILVER,A,16112.0
202-D-133,2020-01-07,2020,7,GALWAY,TOYOTA,COROLLA,HATCHBACK,RED,B,31097.0
202-D-875,2020-04-07,2020,7,GALWAY,OPEL,GRANDLAND X,SUV,WHITE,B,45180.0
201-D-3823,2020-02-04,2020,4,DUBLIN,MERCEDES,C-CLASS,SALOON,WHITE,B,61187.0
192-C-3679,2019-12-07,2019,7,GALWAY,FORD,MONDEO,SALOON,RED,B,35109.0
181-W-2410,2018-03-24,2018,3,WATERFORD,TOYOTA,COROLLA,SALOON,RED,B,30408.0
191-L-1610,2019-01-23,2019,1,GALWAY,FORD,MONDEO,SALOON,BLUE,B,36429.0
202-G-3674,2020-09-07,2020,7,GALWAY,FORD,MONDEO,HATCHBACK,RED,B,36924.0
191-D-1249,2019-01-27,2019,1,DUBLIN,OPEL,ASTRA,HATCHBACK,SILVER,A,27014.0
201-D-1232,2020-03-23,2020,3,DUBLIN,OPEL,ASTRA,HATCHBACK,SILVER,A,28989.0
191-C-1097,2019-01-01,2019,1,CORK,MERCEDES,C-CLASS,SALOON,RED,B,74292.0
201-C-1992,2020-05-01,2020,1,GALWAY,TOYOTA,COROLLA,HATCHBACK,WHITE,B,33715.0
192-D-2358,2019-01-07,2019,7,GALWAY,MAZDA,MAZDA3,SALOON,RED,B,31648.0
182-C-2598,2018-07-17,2018,7,CORK,MAZDA,MAZDA6,SALOON,RED,B,38959.0
182-C-4659,2018-08-23,2018,8,CORK,BMW,2 SERIES,COUPE,WHITE,B,40079.0
201-C-2366,2018-01-13,2018,1,CORK,OPEL,CROSSLAND X,SUV,WHITE,A,22808.0
201-D-918,2019-03-24,2019,3,DUBLIN,MERCEDES,A-CLASS,SALOON,SILVER,B,33903.0
201-G-2078,2019-09-04,2019,4,GALWAY,BMW,3 SERIES,ESTATE,WHITE,B,56210.0
191-D-2503,2019-01-21,2019,1,DUBLIN,OPEL,ASTRA,HATCHBACK,WHITE,A,27796.0
202-C-3524,2019-10-07,2019,7,CORK,FORD,FOCUS,ESTATE,BLUE,A,24677.0
181-W-2953,2018-03-01,2018,1,WATERFORD,TOYOTA,YARIS,HATCHBACK,WHITE,A,15925.0
192-W-4306,2019-07-27,2019,7,GALWAY,MERCEDES,C-CLASS,SALOON,WHITE,B,115996.0
182-C-1205,2018-07-25,2018,7,CORK,FORD,MONDEO,SALOON,WHITE,B,35770.0
201-W-1729,2018-11-04,2018,4,WATERFORD,MAZDA,MAZDA3,HATCHBACK,WHITE,B,36857.0
191-G-4979,2019-03-02,2019,2,GALWAY,TOYOTA,YARIS,HATCHBACK,BLUE,A,16539.0
182-C-2152,2018-11-10,2018,10,CORK,FORD,FOCUS,ESTATE,RED,A,31550.0
191-G-1546,2019-06-01,2019,1,GALWAY,MERCEDES,C-CLASS,ESTATE,RED,B,59595.0
182-G-4043,2018-07-27,2018,7,GALWAY,FORD,MONDEO,HATCHBACK,BLUE,B,34579.0
201-C-3347,2018-03-14,2018,3,CORK,TOYOTA,CAMERY,SALOON,WHITE,B,42259.0
201-G-4389,2020-07-03,2020,3,GALWAY,AUDI,A6,ESTATE,BLUE,C,92077.0
191-W-1508,2019-03-27,2019,3,WATERFORD,FORD,FOCUS,ESTATE,RED,A,38462.0
182-D-4324,2018-07-15,2018,7,DUBLIN,FORD,KUGA,SUV,RED,B,35112.0
202-D-2376,2020-07-27,2020,7,DUBLIN,TOYOTA,PRIUS,HATCHBACK,WHITE,B,35303.0
201-D-4429,2018-01-25,2018,1,DUBLIN,TOYOTA,COROLLA,HATCHBACK,BLUE,B,31819.0
191-D-3482,2019-01-01,2019,1,DUBLIN,AUDI,Q3,SUV,BLUE,B,43653.0
201-D-3046,2020-01-15,2020,1,GALWAY,AUDI,A4,SALOON,WHITE,B,51123.0
181-G-967,2018-12-01,2018,1,GALWAY,BMW,2 SERIES,COUPE,ORANGE,B,73860.0
201-G-937,2020-05-03,2020,3,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,44817.0
201-D-1129,2020-01-17,2020,1,GALWAY,OPEL,CORSA,HATCHBACK,SILVER,A,22619.0
191-W-2826,2019-01-13,2019,1,WATERFORD,FORD,FIESTA,HATCHBACK,WHITE,A,21399.0
181-D-658,2018-01-26,2018,1,DUBLIN,MAZDA,CX-5,SUV,WHITE,B,30105.0
181-W-4843,2018-01-14,2018,1,WATERFORD,AUDI,A4,ESTATE,BLUE,B,53821.0
201-D-3108,2020-10-03,2020,3,DUBLIN,AUDI,A6,SALOON,SILVER,C,69908.0
182-L-462,2018-07-27,2018,7,LIMERICK,BMW,7 SERIES,SALOON,ORANGE,D,169822.0
202-D-2398,2020-09-07,2020,7,DUBLIN,TOYOTA,PRIUS,HATCHBACK,WHITE,B,34379.0
202-G-2432,2020-08-08,2020,8,GALWAY,FORD,FOCUS,HATCHBACK,SILVER,A,36526.0
191-C-2595,2019-09-05,2019,5,GALWAY,TOYOTA,YARIS,HATCHBACK,RED,A,16083.0
202-G-1168,2020-04-07,2020,7,GALWAY,MERCEDES,C-CLASS,ESTATE,WHITE,B,68869.0
191-L-1736,2019-02-23,2019,2,GALWAY,FORD,MONDEO,HATCHBACK,RED,B,31277.0
181-L-4543,2018-03-15,2018,3,GALWAY,FORD,KUGA,SUV,ORANGE,B,35435.0
181-D-1670,2018-01-13,2018,1,DUBLIN,AUDI,A6,SALOON,WHITE,C,76963.0
182-C-1437,2018-07-25,2018,7,GALWAY,MAZDA,MAZDA3,SALOON,BLUE,B,31346.0
181-C-1371,2018-02-03,2018,3,GALWAY,OPEL,ASTRA,ESTATE,RED,B,26983.0
201-D-4497,2020-02-27,2020,2,DUBLIN,AUDI,Q3,SUV,WHITE,B,49402.0
182-D-1016,2018-07-26,2018,7,DUBLIN,TOYOTA,PRIUS,HATCHBACK,RED,B,36296.0
182-W-1734,2018-07-16,2018,7,GALWAY,BMW,5 SERIES,ESTATE,WHITE,C,72709.0
201-D-179,2020-01-17,2020,1,DUBLIN,MAZDA,CX-5,SUV,WHITE,B,47247.0
191-L-812,2019-03-13,2019,3,LIMERICK,BMW,3 SERIES,ESTATE,ORANGE,B,72992.0
191-L-2679,2019-05-16,2019,5,LIMERICK,MAZDA,MAZDA6,SALOON,WHITE,B,42117.0
202-D-4172,2020-07-18,2020,7,DUBLIN,AUDI,A4,ESTATE,SILVER,B,51193.0
192-C-4828,2019-07-25,2019,7,GALWAY,MERCEDES,A-CLASS,SALOON,WHITE,B,62716.0
192-W-606,2019-10-07,2019,7,WATERFORD,FORD,FOCUS,ESTATE,BLUE,A,42028.0
181-L-4408,2018-07-01,2018,1,GALWAY,MERCEDES,C-CLASS,SALOON,RED,B,49921.0
192-L-4220,2019-04-07,2019,7,LIMERICK,AUDI,A4,ESTATE,SILVER,B,41947.0
192-L-1151,2019-11-07,2019,7,LIMERICK,OPEL,CROSSLAND X,SUV,SILVER,A,27112.0
201-D-1490,2020-02-02,2020,2,GALWAY,FORD,MUSTANG,COUPE,RED,C,52328.0
202-D-3879,2019-10-07,2019,7,DUBLIN,TOYOTA,RAV4,SUV,BLUE,B,39683.0
191-C-2300,2019-01-20,2019,1,GALWAY,MAZDA,MAZDA3,SALOON,WHITE,B,31147.0
181-D-1858,2018-01-01,2018,1,GALWAY,FORD,MONDEO,HATCHBACK,RED,B,31563.0
202-G-3477,2018-07-20,2018,7,GALWAY,FORD,MUSTANG,COUPE,SILVER,C,58408.0
202-L-719,2020-06-09,2020,9,LIMERICK,OPEL,GRANDLAND X,SUV,BLUE,B,31563.0
181-D-4830,2018-10-01,2018,1,DUBLIN,FORD,FIESTA,HATCHBACK,RED,A,22712.0
201-D-3268,2018-02-16,2018,2,DUBLIN,MAZDA,CX-5,SUV,SILVER,B,41957.0
201-D-3170,2020-01-13,2020,1,DUBLIN,BMW,X3,SUV,SILVER,C,80701.0
181-L-2150,2018-03-01,2018,1,LIMERICK,MAZDA,CX-30,SUV,SILVER,B,42300.0
192-G-2531,2019-09-15,2019,9,GALWAY,BMW,3 SERIES,ESTATE,WHITE,B,67954.0
181-D-3052,2018-01-23,2018,1,DUBLIN,BMW,3 SERIES,SALOON,BLUE,B,65773.0
202-C-1729,2019-05-07,2019,7,CORK,FORD,FIESTA,HATCHBACK,WHITE,A,19430.0
181-L-1459,2018-11-01,2018,1,GALWAY,OPEL,ASTRA,ESTATE,RED,B,26952.0
181-C-2273,2018-02-19,2018,2,GALWAY,BMW,5 SERIES,ESTATE,RED,C,74281.0
201-D-4368,2020-01-15,2020,1,DUBLIN,AUDI,A4,SALOON,BLUE,B,52037.0
201-L-483,2019-01-05,2019,5,LIMERICK,OPEL,ASTRA,HATCHBACK,RED,A,29440.0
181-D-2210,2018-01-16,2018,1,GALWAY,OPEL,ASTRA,HATCHBACK,RED,A,27217.0
191-W-410,2019-01-14,2019,1,GALWAY,AUDI,Q3,SUV,RED,B,54965.0
182-C-124,2018-01-07,2018,7,CORK,MAZDA,MAZDA6,SALOON,RED,B,37562.0
191-C-3859,2019-01-13,2019,1,GALWAY,OPEL,CORSA,HATCHBACK,BLUE,A,21099.0
191-C-444,2019-07-03,2019,3,GALWAY,AUDI,A4,SALOON,RED,B,54975.0
201-D-1554,2018-01-13,2018,1,DUBLIN,OPEL,GRANDLAND X,SUV,RED,B,40326.0
201-D-531,2020-10-02,2020,2,DUBLIN,MAZDA,MAZDA6,ESTATE,ORANGE,B,36263.0
192-G-1265,2019-01-07,2019,7,GALWAY,MERCEDES,GLC-CLASS,SUV,WHITE,C,76463.0
202-D-3825,2020-08-25,2020,8,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,21079.0
201-D-4470,2020-02-15,2020,2,DUBLIN,AUDI,Q3,SUV,WHITE,B,51774.0
201-D-515,2020-09-03,2020,3,DUBLIN,MAZDA,CX-30,SUV,RED,B,31688.0
181-L-1619,2018-03-27,2018,3,LIMERICK,TOYOTA,PRIUS,HATCHBACK,WHITE,B,34517.0
201-G-4013,2018-01-25,2018,1,GALWAY,MERCEDES,C-CLASS,SALOON,RED,B,72243.0
181-D-2843,2018-04-05,2018,5,DUBLIN,AUDI,A4,SALOON,WHITE,B,52146.0
191-G-3264,2019-09-06,2019,6,GALWAY,TOYOTA,PRIUS,HATCHBACK,RED,B,36154.0
201-D-2343,2020-07-02,2020,2,GALWAY,BMW,5 SERIES,ESTATE,BLUE,C,70918.0
181-C-3080,2018-02-02,2018,2,CORK,FORD,KUGA,SUV,BLUE,B,46498.0
201-G-2977,2020-01-27,2020,1,GALWAY,OPEL,ASTRA,ESTATE,RED,B,25231.0
202-G-301,2019-10-07,2019,7,GALWAY,MAZDA,MAZDA3,SALOON,WHITE,B,37623.0
201-D-984,2019-03-25,2019,3,DUBLIN,FORD,FIESTA,HATCHBACK,BLUE,A,19593.0
191-D-3536,2019-02-20,2019,2,GALWAY,MAZDA,MAZDA6,ESTATE,RED,B,35036.0
181-C-3805,2018-01-15,2018,1,CORK,TOYOTA,CAMERY,SALOON,ORANGE,B,42401.0
201-D-3139,2020-10-01,2020,1,GALWAY,TOYOTA,YARIS,HATCHBACK,BLUE,A,17681.0
191-D-1597,2019-03-20,2019,3,GALWAY,MERCEDES,A-CLASS,HATCHBACK,RED,B,38524.0
181-C-1121,2018-11-02,2018,2,GALWAY,FORD,MONDEO,HATCHBACK,RED,B,37593.0
191-D-1324,2019-02-15,2019,2,GALWAY,MERCEDES,C-CLASS,ESTATE,BLUE,B,89114.0
202-D-4011,2019-07-15,2019,7,DUBLIN,TOYOTA,YARIS,HATCHBACK,BLUE,A,15127.0
182-G-3473,2018-02-07,2018,7,GALWAY,BMW,3 SERIES,ESTATE,BLUE,B,72863.0
191-D-3119,2019-01-02,2019,2,GALWAY,OPEL,ASTRA,ESTATE,RED,B,29781.0
201-C-2003,2020-01-16,2020,1,CORK,MAZDA,CX-5,SUV,BLUE,B,38577.0
191-D-3829,2019-02-14,2019,2,GALWAY,OPEL,GRANDLAND X,SUV,RED,B,45523.0
201-C-3486,2019-04-01,2019,1,CORK,OPEL,CORSA,HATCHBACK,WHITE,A,23162.0
181-D-2312,2018-01-02,2018,2,DUBLIN,BMW,5 SERIES,ESTATE,RED,C,71985.0
202-D-2183,2020-08-21,2020,8,GALWAY,TOYOTA,CAMERY,SALOON,SILVER,B,42290.0
201-W-1103,2020-01-20,2020,1,WATERFORD,FORD,MONDEO,SALOON,WHITE,B,34645.0
192-L-4914,2019-10-07,2019,7,LIMERICK,OPEL,ASTRA,HATCHBACK,BLUE,A,25797.0
191-D-4572,2019-01-26,2019,1,GALWAY,FORD,FIESTA,HATCHBACK,RED,A,27258.0
202-C-3032,2020-07-13,2020,7,CORK,TOYOTA,COROLLA,HATCHBACK,WHITE,B,31624.0
191-D-1600,2019-10-01,2019,1,DUBLIN,OPEL,INSIGNIA,HATCHBACK,ORANGE,B,28967.0
201-D-3590,2020-03-17,2020,3,GALWAY,OPEL,ASTRA,HATCHBACK,RED,A,26863.0
181-G-2887,2018-01-15,2018,1,GALWAY,MERCEDES,C-CLASS,SALOON,SILVER,B,69647.0
