car_reg,purchase_date,county,make,model,type,colour,tax_band,price
XXX-X-1093,2020-07-10,Dublin,Ford : Mustang (Coupe),,,red,c,71506
191-D-3339,2019-Jan-03,,opel,ASTRA,Estate,#FFFFFF,B,28052
201-d-2239,12 Apr,DUBLIN,Toyota : Camery,,Saloon,RED,2,40509
181-c-2376,03 Jan,CORK,Mazda : Mazda6,,Saloon,BLUE,2,39777
XXX-X-679,2020-07-14,Dublin,BMW : 2 series (Coupe),,,orange,b,40999
181-c-4678,07 Mar,CORK,Ford : Fiesta,,Hatchback,SILVER,1,28675
201-D-2093,2020-Jan-12,,Toyota,Prius,Hatchback,Blue,B,36601
191-g-1417,16 Jan,GALWAY,Toyota : Yaris,,Hatchback,WHITE,1,16182
201-C-2832,2020-Jan-06,Cork,opel,crossland x : suv,,<colour>Blue</colour>,A,24917
XXX-X-2771,2019-08-17,Limerick,Mazda : Mazda3 (Hatchback),,,blue,b,29110
XXX-X-4945,2020-03-13,Dublin,BMW : 2 series (Coupe),,,red,b,107022
201-w-2906,25 Jan,WATERFORD,BMW : 3 Series,,Estate,SILVER,2,53345
XXX-X-2404,2019-02-26,Galway,Mazda : Mazda3 (Hatchback),,,red,b,32071
181-l-412,17 Jan,LIMERICK,Opel : Crossland X,,SUV,SILVER,1,25023
202-C-1730,2020-Aug-07,Cork,mazda,mazda3 : hatchback,,<colour>Silver</colour>,B,31232
182-D-3958,2018-Nov-23,,Ford,Fiesta,Hatchback,Red,A,27208
181-d-2039,22 Jan,DUBLIN,Audi : A4,,Estate,BLUE,2,51402
202-D-3252,2020-Oct-17,,opel,ASTRA,Hatchback,#C0C0C0,A,28263
192-W-1706,2019-Aug-22,,BMW,3 Series,Estate,Orange,B,54037
181-d-3419,22 Jan,DUBLIN,Opel : Corsa,,Hatchback,WHITE,1,18868
192-W-2259,2019-Jul-15,,opel,GRANDLAND X,SUV,#FFFFFF,B,29102
XXX-X-567,2020-01-03,Galway,Toyota : Corolla (Saloon),,,red,b,30392
XXX-X-1989,2019-03-20,Cork,Opel : Astra (Estate),,,silver,b,25101
182-d-1169,04 Aug,DUBLIN,Audi : A4,,Estate,BLUE,2,42812
XXX-X-1989,2019-03-10,Waterford,Mazda : CX-5 (SUV),,,white,b,51571
191-g-2290,18 Jan,GALWAY,Mazda : CX-5,,SUV,WHITE,2,30846
181-W-4222,2018-Feb-25,Waterford,audi,a4 : estate,,<colour>White</colour>,B,53059
201-L-4240,2020-May-02,Limerick,mazda,mazda6 : saloon,,<colour>White</colour>,B,40167
182-G-2929,2018-Aug-04,Galway,toyota,corolla : saloon,,<colour>White</colour>,B,31576
181-D-1098,2018-Apr-11,Dublin,audi,a6 : saloon,,<colour>White</colour>,C,61922
192-W-3082,2019-Jul-10,Waterford,opel,corsa : hatchback,,<colour>Orange</colour>,A,22993
192-G-3444,2019-Jul-21,,Mazda,Mazda6,Saloon,Red,B,38182
202-d-3244,20 Jul,DUBLIN,Toyota : Corolla,,Hatchback,WHITE,2,30169
181-L-2820,2018-Jan-25,Limerick,opel,corsa : hatchback,,<colour>White</colour>,A,21523
181-D-3997,2018-Jan-16,,Mazda,Mazda3,Saloon,Blue,B,31610
181-D-3095,2018-Jan-13,,bmw,3 SERIES,Estate,#FF0000,B,61715
XXX-X-2938,2019-04-12,Dublin,Ford : Fiesta (Hatchback),,,red,a,29632
202-L-4316,2020-Jul-21,,Mercedes,A-Class,Hatchback,Orange,B,45502
191-G-2170,2019-Feb-13,,Opel,Crossland X,SUV,Orange,A,27393
XXX-X-3154,2018-01-06,Limerick,BMW : 3 Series (Saloon),,,blue,b,47893
191-d-1379,09 Feb,DUBLIN,Opel : Astra,,Hatchback,WHITE,1,25518
XXX-X-913,2018-02-07,Limerick,BMW : 5 Series (Estate),,,blue,c,66662
XXX-X-3277,2020-11-02,Cork,BMW : 3 Series (Estate),,,silver,b,68202
XXX-X-1695,2019-01-09,Dublin,Audi : A4 (Estate),,,white,b,50270
XXX-X-4446,2018-07-26,Dublin,Toyota : Camery (Saloon),,,blue,b,40855
191-D-4232,2019-Jan-19,,Toyota,Corolla,Hatchback,White,B,31876
XXX-X-2339,2018-01-13,Dublin,Ford : Focus (Hatchback),,,white,a,39044
182-D-2458,2018-Jul-12,Dublin,toyota,corolla : hatchback,,<colour>Red</colour>,B,28708
181-D-3701,2018-Jan-23,,Audi,Q3,SUV,Blue,B,43551
181-D-224,2018-Feb-02,Dublin,opel,corsa : hatchback,,<colour>Red</colour>,A,24899
201-C-2832,2020-Apr-09,,Opel,Crossland X,SUV,Red,A,22681
191-C-4730,2019-Jan-21,Cork,toyota,camery : saloon,,<colour>White</colour>,B,42036
182-c-4373,22 Jul,CORK,Ford : Focus,,Estate,BLUE,1,35248
192-L-512,2019-Jul-17,,BMW,3 Series,Estate,Red,B,70378
201-C-2759,2020-Jan-09,,Mercedes,A-Class,Hatchback,Blue,B,43484
XXX-X-920,2018-01-09,Dublin,BMW : 5 Series (Estate),,,white,c,82062
XXX-X-25,2020-04-02,Cork,Mazda : CX-5 (SUV),,,white,b,32296
182-D-4462,2018-Jul-08,,bmw,X3,SUV,#FFFFFF,C,63853
181-D-3326,2018-Jan-09,Dublin,opel,corsa : hatchback,,<colour>White</colour>,A,24267
181-C-860,2018-Feb-02,,bmw,3 SERIES,Estate,#FFFFFF,B,57596
XXX-X-4334,2020-07-09,Galway,Opel : Insignia (Hatchback),,,blue,b,31832
202-D-4491,2020-Jul-25,Dublin,opel,astra : hatchback,,<colour>Silver</colour>,A,29230
191-D-1318,2019-Jan-04,,Mazda,CX-30,SUV,Red,B,35235
202-g-4541,16 Jul,GALWAY,Opel : Astra,,Hatchback,WHITE,1,32915
182-L-411,2018-Jul-10,,Ford,Mustang,Coupe,Red,C,56533
XXX-X-3554,2020-02-16,Dublin,Ford : Focus (Estate),,,silver,a,26897
XXX-X-1026,2019-02-01,Cork,Opel : Astra (Hatchback),,,white,a,31464
XXX-X-3838,2018-01-04,Galway,Toyota : Rav4 (SUV),,,silver,b,38561
191-C-4809,2019-Mar-11,,BMW,2 series,Coupe,Red,B,35775
182-d-3895,02 Jul,DUBLIN,Toyota : Yaris,,Hatchback,SILVER,1,16112
202-D-133,2020-Jul-01,,toyota,COROLLA,Hatchback,#FFFFFF,B,31097
202-D-875,2020-Jul-04,,Opel,Grandland X,SUV,White,B,45180
XXX-X-3823,2020-04-02,Dublin,Mercedes : C-Class (Saloon),,,white,b,61187
192-C-3679,2019-Jul-12,,ford,MONDEO,Saloon,#FFFFFF,B,35109
181-w-2410,24 Mar,WATERFORD,Toyota : Corolla,,Saloon,RED,2,30408
191-L-1610,2019-Jan-23,,Ford,Mondeo,Saloon,Blue,B,36429
202-G-3674,2020-Jul-09,,ford,MONDEO,Hatchback,#C0C0C0,B,36924
191-D-1249,2019-Jan-27,Dublin,opel,astra : hatchback,,<colour>Silver</colour>,A,27014
XXX-X-1232,2020-03-23,Dublin,Opel : Astra (Hatchback),,,silver,a,28989
191-c-1097,01 Jan,CORK,Mercedes : C-Class,,Saloon,RED,2,74292
201-C-1992,2020-Jan-05,,Toyota,Corolla,Hatchback,White,B,33715
192-D-2358,2019-Jul-01,,mazda,MAZDA3,Saloon,#FFFFFF,B,31648
182-C-2598,2018-Jul-17,Cork,mazda,mazda6 : saloon,,<colour>Red</colour>,B,38959
182-c-4659,23 Aug,CORK,BMW : 2 series,,Coupe,WHITE,2,40079
XXX-X-2366,2018-01-13,Cork,Opel : Crossland X (SUV),,,white,a,22808
XXX-X-918,2019-03-24,Dublin,Mercedes : A-Class (Saloon),,,silver,b,33903
XXX-X-2078,2019-04-09,Galway,BMW : 3 Series (Estate),,,white,b,56210
191-d-2503,21 Jan,DUBLIN,Opel : Astra,,Hatchback,WHITE,1,27796
XXX-X-3524,2019-07-10,Cork,Ford : Focus (Estate),,,blue,a,24677
181-w-2953,03 Jan,WATERFORD,Toyota : Yaris,,Hatchback,WHITE,1,15925
192-W-4306,2019-Jul-27,,Mercedes,C-Class,Saloon,White,B,115996
182-C-1205,2018-Jul-25,Cork,ford,mondeo : saloon,,<colour>White</colour>,B,35770
XXX-X-1729,2018-04-11,Waterford,Mazda : Mazda3 (Hatchback),,,white,b,36857
191-G-4979,2019-Feb-03,Galway,toyota,yaris : hatchback,,<colour>Blue</colour>,A,16539
182-c-2152,11 Oct,CORK,Ford : Focus,,Estate,RED,1,31550
191-G-1546,2019-Jan-06,,mercedes,C-CLASS,Estate,#FFFFFF,B,59595
182-G-4043,2018-Jul-27,Galway,ford,mondeo : hatchback,,<colour>Blue</colour>,B,34579
XXX-X-3347,2018-03-14,Cork,Toyota : Camery (Saloon),,,white,b,42259
XXX-X-4389,2020-03-07,Galway,Audi : A6 (Estate),,,blue,c,92077
191-W-1508,2019-Mar-27,Waterford,ford,focus : estate,,<colour>Red</colour>,A,38462
182-D-4324,2018-Jul-15,Dublin,ford,kuga : suv,,<colour>Red</colour>,B,35112
202-d-2376,27 Jul,DUBLIN,Toyota : Prius,,Hatchback,WHITE,2,35303
XXX-X-4429,2018-01-25,Dublin,Toyota : Corolla (Hatchback),,,blue,b,31819
191-D-3482,2019-Jan-01,Dublin,audi,q3 : suv,,<colour>Blue</colour>,B,43653
201-D-3046,2020-Jan-15,,Audi,A4,Saloon,White,B,51123
181-g-967,12 Jan,GALWAY,BMW : 2 series,,Coupe,ORANGE,2,73860
XXX-X-937,2020-03-05,Galway,Mazda : Mazda6 (Saloon),,,red,b,44817
201-D-1129,2020-Jan-17,,Opel,Corsa,Hatchback,Silver,A,22619
191-w-2826,13 Jan,WATERFORD,Ford : Fiesta,,Hatchback,WHITE,1,21399
181-d-658,26 Jan,DUBLIN,Mazda : CX-5,,SUV,WHITE,2,30105
181-w-4843,14 Jan,WATERFORD,Audi : A4,,Estate,BLUE,2,53821
201-d-3108,10 Mar,DUBLIN,Audi : A6,,Saloon,SILVER,3,69908
182-l-462,27 Jul,LIMERICK,BMW : 7 Series,,Saloon,ORANGE,4,169822
202-D-2398,2020-Jul-09,Dublin,toyota,prius : hatchback,,<colour>White</colour>,B,34379
202-g-2432,08 Aug,GALWAY,Ford : Focus,,Hatchback,SILVER,1,36526
191-C-2595,2019-May-09,,toyota,YARIS,Hatchback,#FFFFFF,A,16083
XXX-X-1168,2020-07-04,Galway,Mercedes : C-Class (Estate),,,white,b,68869
191-L-1736,2019-Feb-23,,ford,MONDEO,Hatchback,#FFFFFF,B,31277
181-L-4543,2018-Mar-15,,Ford,Kuga,SUV,Orange,B,35435
181-d-1670,13 Jan,DUBLIN,Audi : A6,,Saloon,WHITE,3,76963
182-C-1437,2018-Jul-25,,Mazda,Mazda3,Saloon,Blue,B,31346
181-C-1371,2018-Mar-02,,opel,ASTRA,Estate,#FFFFFF,B,26983
XXX-X-4497,2020-02-27,Dublin,Audi : Q3 (SUV),,,white,b,49402
182-d-1016,26 Jul,DUBLIN,Toyota : Prius,,Hatchback,RED,2,36296
182-W-1734,2018-Jul-16,,BMW,5 Series,Estate,White,C,72709
201-D-179,2020-Jan-17,Dublin,mazda,cx-5 : suv,,<colour>White</colour>,B,47247
191-l-812,13 Mar,LIMERICK,BMW : 3 Series,,Estate,ORANGE,2,72992
191-l-2679,16 May,LIMERICK,Mazda : Mazda6,,Saloon,WHITE,2,42117
202-d-4172,18 Jul,DUBLIN,Audi : A4,,Estate,SILVER,2,51193
192-C-4828,2019-Jul-25,,Mercedes,A-Class,Saloon,White,B,62716
192-w-606,10 Jul,WATERFORD,Ford : Focus,,Estate,BLUE,1,42028
181-L-4408,2018-Jan-07,,Mercedes,C-Class,Saloon,Red,B,49921
192-l-4220,04 Jul,LIMERICK,Audi : A4,,Estate,SILVER,2,41947
192-l-1151,11 Jul,LIMERICK,Opel : Crossland X,,SUV,SILVER,1,27112
201-D-1490,2020-Feb-02,,Ford,Mustang,Coupe,Red,C,52328
XXX-X-3879,2019-07-10,Dublin,Toyota : Rav4 (SUV),,,blue,b,39683
191-C-2300,2019-Jan-20,,Mazda,Mazda3,Saloon,White,B,31147
181-D-1858,2018-Jan-01,,Ford,Mondeo,Hatchback,Red,B,31563
XXX-X-3477,2018-07-20,Galway,Ford : Mustang (Coupe),,,silver,c,58408
202-L-719,2020-Sep-06,Limerick,opel,grandland x : suv,,<colour>Blue</colour>,B,31563
181-d-4830,10 Jan,DUBLIN,Ford : Fiesta,,Hatchback,RED,1,22712
XXX-X-3268,2018-02-16,Dublin,Mazda : CX-5 (SUV),,,silver,b,41957
201-D-3170,2020-Jan-13,Dublin,bmw,x3 : suv,,<colour>Silver</colour>,C,80701
181-L-2150,2018-Jan-03,Limerick,mazda,cx-30 : suv,,<colour>Silver</colour>,B,42300
192-g-2531,15 Sep,GALWAY,BMW : 3 Series,,Estate,WHITE,2,67954
181-d-3052,23 Jan,DUBLIN,BMW : 3 Series,,Saloon,BLUE,2,65773
XXX-X-1729,2019-07-05,Cork,Ford : Fiesta (Hatchback),,,white,a,19430
181-L-1459,2018-Jan-11,,opel,ASTRA,Estate,#FFFFFF,B,26952
181-C-2273,2018-Feb-19,,bmw,5 SERIES,Estate,#FF0000,C,74281
201-d-4368,15 Jan,DUBLIN,Audi : A4,,Saloon,BLUE,2,52037
XXX-X-483,2019-05-01,Limerick,Opel : Astra (Hatchback),,,red,a,29440
181-D-2210,2018-Jan-16,,Opel,Astra,Hatchback,Red,A,27217
191-W-410,2019-Jan-14,,audi,Q3,SUV,#FFA500,B,54965
182-c-124,01 Jul,CORK,Mazda : Mazda6,,Saloon,RED,2,37562
191-C-3859,2019-Jan-13,,Opel,Corsa,Hatchback,Blue,A,21099
191-C-444,2019-Mar-07,,Audi,A4,Saloon,Red,B,54975
XXX-X-1554,2018-01-13,Dublin,Opel : Grandland X (SUV),,,red,b,40326
XXX-X-531,2020-02-10,Dublin,Mazda : Mazda6 (Estate),,,orange,b,36263
192-G-1265,2019-Jul-01,,Mercedes,GLC-Class,SUV,White,C,76463
202-D-3825,2020-Aug-25,,opel,CORSA,Hatchback,#FF0000,A,21079
201-d-4470,15 Feb,DUBLIN,Audi : Q3,,SUV,WHITE,2,51774
201-d-515,09 Mar,DUBLIN,Mazda : CX-30,,SUV,RED,2,31688
181-l-1619,27 Mar,LIMERICK,Toyota : Prius,,Hatchback,WHITE,2,34517
XXX-X-4013,2018-01-25,Galway,Mercedes : C-Class (Saloon),,,red,b,72243
181-D-2843,2018-May-04,Dublin,audi,a4 : saloon,,<colour>White</colour>,B,52146
191-G-3264,2019-Jun-09,,Toyota,Prius,Hatchback,Red,B,36154
201-D-2343,2020-Feb-07,,BMW,5 Series,Estate,Blue,C,70918
181-c-3080,02 Feb,CORK,Ford : Kuga,,SUV,BLUE,2,46498
201-G-2977,2020-Jan-27,,opel,ASTRA,Estate,#C0C0C0,B,25231
XXX-X-301,2019-07-10,Galway,Mazda : Mazda3 (Saloon),,,white,b,37623
XXX-X-984,2019-03-25,Dublin,Ford : Fiesta (Hatchback),,,blue,a,19593
191-D-3536,2019-Feb-20,,Mazda,Mazda6,Estate,Red,B,35036
181-c-3805,15 Jan,CORK,Toyota : Camery,,Saloon,ORANGE,2,42401
201-D-3139,2020-Jan-10,,Toyota,Yaris,Hatchback,Blue,A,17681
191-D-1597,2019-Mar-20,,mercedes,A-CLASS,Hatchback,#FFFFFF,B,38524
181-C-1121,2018-Feb-11,,ford,MONDEO,Hatchback,#FFFFFF,B,37593
191-D-1324,2019-Feb-15,,Mercedes,C-Class,Estate,Blue,B,89114
XXX-X-4011,2019-07-15,Dublin,Toyota : Yaris (Hatchback),,,blue,a,15127
182-G-3473,2018-Jul-02,Galway,bmw,3 series : estate,,<colour>Blue</colour>,B,72863
191-D-3119,2019-Feb-01,,opel,ASTRA,Estate,#FFA500,B,29781
XXX-X-2003,2020-01-16,Cork,Mazda : CX-5 (SUV),,,blue,b,38577
191-D-3829,2019-Feb-14,,opel,GRANDLAND X,SUV,#FFFFFF,B,45523
XXX-X-3486,2019-01-04,Cork,Opel : Corsa (Hatchback),,,white,a,23162
181-d-2312,01 Feb,DUBLIN,BMW : 5 Series,,Estate,RED,3,71985
202-D-2183,2020-Aug-21,,Toyota,Camery,Saloon,Silver,B,42290
XXX-X-1103,2020-01-20,Waterford,Ford : Mondeo (Saloon),,,white,b,34645
192-l-4914,10 Jul,LIMERICK,Opel : Astra,,Hatchback,BLUE,1,25797
191-D-4572,2019-Jan-26,,Ford,Fiesta,Hatchback,Red,A,27258
202-C-3032,2020-Jul-13,Cork,toyota,corolla : hatchback,,<colour>White</colour>,B,31624
191-D-1600,2019-Jan-10,Dublin,opel,insignia : hatchback,,<colour>Orange</colour>,B,28967
201-D-3590,2020-Mar-17,,opel,ASTRA,Hatchback,#0000FF,A,26863
181-G-2887,2018-Jan-15,,Mercedes,C-Class,Saloon,Silver,B,69647
192-L-3790,2019-Jul-25,,Ford,Mondeo,Saloon,White,B,34828
181-G-3904,2018-Jan-03,Galway,mercedes,c-class : estate,,<colour>White</colour>,B,56949
191-D-20,2019-Mar-16,Dublin,bmw,3 series : estate,,<colour>Blue</colour>,B,63052
191-D-2331,2019-Jan-23,,Ford,Fiesta,Hatchback,Blue,A,26078
191-g-2121,19 Mar,GALWAY,Ford : Fiesta,,Hatchback,RED,1,28958
181-G-1054,2018-Jan-02,,Toyota,Corolla,Hatchback,Red,B,33528
201-d-566,02 Mar,DUBLIN,Opel : Corsa,,Hatchback,SILVER,1,22380
201-d-880,04 Mar,DUBLIN,Mazda : Mazda6,,Saloon,WHITE,2,45787
XXX-X-3752,2020-07-10,Galway,Ford : Mondeo (Hatchback),,,red,b,34129
XXX-X-3304,2020-01-15,Cork,BMW : X3 (SUV),,,orange,c,98290
192-c-1640,04 Jul,CORK,Opel : Grandland X,,SUV,WHITE,2,31132
191-W-4668,2019-Jan-23,,Audi,A4,Saloon,White,B,50305
191-G-4985,2019-Jan-08,,Mazda,Mazda3,Hatchback,White,B,32611
191-D-26,2019-Jun-24,Dublin,ford,focus : estate,,<colour>Silver</colour>,A,37046
XXX-X-1234,2020-10-17,Cork,Toyota : Rav4 (SUV),,,orange,b,39727
XXX-X-2251,2019-07-04,Waterford,Toyota : Camery (Saloon),,,red,b,41065
XXX-X-596,2020-07-19,Dublin,Opel : Astra (Hatchback),,,blue,a,32761
191-G-3517,2019-May-18,,Audi,A4,Saloon,Red,B,47684
192-d-2256,18 Sep,DUBLIN,Audi : A4,,Estate,ORANGE,2,44953
XXX-X-1110,2018-07-14,Dublin,Ford : Mondeo (Hatchback),,,red,b,39327
191-l-2578,01 Jan,LIMERICK,Audi : A4,,Saloon,WHITE,2,49133
192-D-373,2019-Aug-11,,mazda,MAZDA6,Estate,#FFFFFF,B,40953
181-L-3479,2018-Jan-26,Limerick,toyota,rav4 : suv,,<colour>White</colour>,B,36027
181-G-3863,2018-Jan-23,,BMW,3 Series,Saloon,White,B,52745
201-D-3772,2020-Jan-26,Dublin,opel,corsa : hatchback,,<colour>White</colour>,A,23087
XXX-X-3593,2018-07-15,Galway,Audi : Q3 (SUV),,,red,b,44798
181-c-4167,25 Jan,CORK,Ford : Fiesta,,Hatchback,WHITE,1,24713
181-W-4876,2018-Feb-24,Waterford,ford,focus : estate,,<colour>White</colour>,A,37596
191-D-3732,2019-Jan-20,,BMW,3 Series,Saloon,White,B,46661
181-c-4275,01 Apr,CORK,Audi : Q3,,SUV,WHITE,2,52343
XXX-X-2341,2020-07-01,Limerick,Mercedes : A-Class (Hatchback),,,silver,b,42934
XXX-X-4278,2018-02-06,Cork,Mercedes : C-Class (Saloon),,,white,b,114407
182-G-3443,2018-Aug-05,,ford,MUSTANG,Coupe,#FFA500,C,54898
201-L-398,2020-Feb-14,,Opel,Crossland X,SUV,Blue,A,26600
181-W-3527,2018-Jan-17,,Mazda,CX-5,SUV,Silver,B,43799
191-g-2299,09 Jan,GALWAY,Mercedes : A-Class,,Saloon,BLUE,2,61449
201-c-192,27 May,CORK,Opel : Crossland X,,SUV,WHITE,1,27155
201-d-1684,03 Feb,DUBLIN,Toyota : Yaris,,Hatchback,RED,1,19085
201-L-4774,2020-Jan-03,,Toyota,Yaris,Hatchback,White,A,19608
191-W-73,2019-Feb-01,,bmw,2 SERIES,Coupe,#0000FF,B,92176
XXX-X-4522,2018-04-14,Cork,BMW : 3 Series (Saloon),,,blue,b,68751
191-L-974,2019-May-01,Limerick,mercedes,a-class : hatchback,,<colour>White</colour>,B,58716
201-G-3689,2020-Feb-24,,Mercedes,C-Class,Saloon,Silver,B,89549
201-d-2614,15 Jan,DUBLIN,Ford : Focus,,Hatchback,SILVER,1,23626
181-L-4856,2018-Jan-21,,Opel,Insignia,Hatchback,White,B,30354
181-C-1459,2018-Jan-19,,Audi,Q3,SUV,White,B,46598
191-l-4350,01 Mar,LIMERICK,Toyota : Corolla,,Hatchback,BLUE,2,32329
202-D-2845,2020-Jul-03,,mercedes,A-CLASS,Saloon,#FFFFFF,B,63506
182-c-3954,02 Jul,CORK,Audi : A4,,Estate,WHITE,2,47315
XXX-X-4142,2020-05-17,Dublin,Ford : Focus (Hatchback),,,white,a,30883
191-g-4592,02 Jan,GALWAY,Opel : Astra,,Hatchback,BLUE,1,29772
XXX-X-1738,2018-01-19,Galway,Mercedes : C-Class (Saloon),,,silver,b,78707
181-G-4368,2018-Jan-24,,Ford,Focus,Hatchback,Orange,A,34743
191-W-2677,2019-Jan-18,,Opel,Astra,Hatchback,Red,A,25934
192-D-3357,2019-Jul-15,,Mazda,Mazda6,Estate,White,B,42240
XXX-X-2858,2020-10-10,Cork,BMW : 3 Series (Estate),,,red,b,58516
202-G-4683,2020-Jul-24,,opel,CROSSLAND X,SUV,#FF0000,A,22162
201-l-3882,02 Feb,LIMERICK,Opel : Crossland X,,SUV,SILVER,1,25019
XXX-X-381,2018-01-04,Dublin,Mercedes : A-Class (Saloon),,,red,b,33962
181-G-4391,2018-May-02,,Opel,Insignia,Hatchback,White,B,28044
XXX-X-2010,2019-11-18,Galway,Audi : A4 (Estate),,,blue,b,42945
202-W-3600,2020-Sep-21,,toyota,PRIUS,Hatchback,#FF0000,B,36326
192-D-4453,2019-Sep-16,,mazda,MAZDA6,Saloon,#C0C0C0,B,37259
202-L-92,2020-Jul-06,Limerick,audi,q3 : suv,,<colour>Silver</colour>,B,48794
182-C-1249,2018-Jul-12,,Toyota,Prius,Hatchback,Blue,B,34817
201-d-1190,16 Apr,DUBLIN,Mazda : CX-5,,SUV,WHITE,2,32574
201-D-91,2020-Apr-06,,Opel,Insignia,Hatchback,White,B,33135
182-C-4492,2018-Jul-04,,ford,KUGA,SUV,#0000FF,B,37857
181-D-2326,2018-Feb-02,Dublin,opel,grandland x : suv,,<colour>Orange</colour>,B,44601
181-D-2856,2018-Jan-23,,Audi,A6,Estate,White,C,66717
201-D-758,2020-Jan-11,,Opel,Corsa,Hatchback,White,A,20089
201-D-2597,2020-Feb-11,Dublin,toyota,corolla : saloon,,<colour>Red</colour>,B,30598
201-g-2841,13 Jan,GALWAY,Audi : Q7,,SUV,WHITE,4,101619
192-D-1531,2019-Oct-05,,Mazda,CX-30,SUV,White,B,33174
XXX-X-1261,2018-10-19,Cork,Mazda : Mazda6 (Saloon),,,blue,b,42376
192-D-3434,2019-Aug-09,Dublin,toyota,yaris : hatchback,,<colour>Silver</colour>,A,16418
XXX-X-3779,2019-02-14,Limerick,Mazda : Mazda3 (Saloon),,,silver,b,34312
201-L-1581,2020-Mar-12,,toyota,PRIUS,Hatchback,#0000FF,B,34098
XXX-X-1850,2020-03-10,Limerick,Mazda : CX-5 (SUV),,,blue,b,48763
202-D-723,2020-Nov-16,,ford,KUGA,SUV,#FFFFFF,B,41833
181-C-277,2018-Feb-08,,mazda,MAZDA3,Saloon,#FFFFFF,B,31276
181-G-4484,2018-Apr-22,,Mercedes,C-Class,Saloon,Red,B,106210
XXX-X-4465,2019-03-05,Cork,Mercedes : GLC-Class (SUV),,,red,c,131655
202-C-3185,2020-Jul-21,,BMW,5 Series,Estate,Red,C,69871
201-W-1391,2020-Jan-05,,BMW,2 series,Coupe,White,B,112586
XXX-X-1291,2020-01-04,Galway,Ford : Mondeo (Saloon),,,red,b,35648
191-D-4751,2019-Jan-05,,Mazda,Mazda6,Saloon,Red,B,37736
191-C-811,2019-Jan-12,Cork,toyota,camery : saloon,,<colour>Blue</colour>,B,39175
201-d-2465,21 Apr,DUBLIN,Audi : A6,,Estate,RED,3,81046
XXX-X-4435,2018-02-13,Galway,Toyota : Corolla (Saloon),,,blue,b,29889
202-d-2646,08 Jul,DUBLIN,Audi : A6,,Estate,RED,3,70103
181-C-4726,2018-Apr-11,,BMW,5 Series,Estate,Red,C,76925
XXX-X-3243,2020-07-06,Waterford,Audi : A6 (Estate),,,blue,c,92187
191-d-2619,09 May,DUBLIN,Opel : Astra,,Estate,WHITE,2,26142
201-D-4568,2020-Jan-22,,Mazda,CX-30,SUV,Blue,B,41642
202-w-4091,02 Aug,WATERFORD,Mercedes : GLC-Class,,SUV,ORANGE,3,135243
181-W-4023,2018-Feb-27,,Opel,Insignia,Hatchback,Red,B,31105
201-L-4886,2020-Apr-01,,mazda,MAZDA6,Estate,#FFFFFF,B,36284
181-D-386,2018-Mar-11,,Opel,Astra,Estate,White,B,28893
XXX-X-3515,2018-01-12,Dublin,Toyota : Corolla (Hatchback),,,white,b,27524
201-g-792,13 Jan,GALWAY,Ford : Kuga,,SUV,WHITE,2,42013
XXX-X-793,2019-01-20,Dublin,Ford : Mustang (Coupe),,,red,c,57457
201-G-1336,2020-Mar-18,Galway,audi,a4 : saloon,,<colour>White</colour>,B,43757
XXX-X-4190,2018-02-09,Cork,Mazda : Mazda6 (Estate),,,blue,b,42770
191-g-3850,18 Mar,GALWAY,BMW : 3 Series,,Estate,WHITE,2,54210
XXX-X-2978,2019-07-02,Dublin,Ford : Fiesta (Hatchback),,,blue,a,28452
192-L-4221,2019-Jul-14,,Mazda,Mazda6,Estate,Red,B,41441
202-g-1340,22 Aug,GALWAY,Toyota : Corolla,,Hatchback,WHITE,2,31671
XXX-X-2322,2018-01-01,Galway,Mazda : Mazda3 (Saloon),,,red,b,33975
XXX-X-862,2019-02-24,Limerick,Toyota : Camery (Saloon),,,white,b,39871
192-l-2578,12 Jul,LIMERICK,Audi : A6,,Estate,RED,3,62075
181-L-740,2018-Feb-10,Limerick,ford,kuga : suv,,<colour>White</colour>,B,36840
181-d-2510,24 Jan,DUBLIN,Toyota : Yaris,,Hatchback,RED,1,15984
201-C-2568,2020-Mar-01,,mercedes,A-CLASS,Hatchback,#FF0000,B,39159
192-g-855,24 Jul,GALWAY,Audi : A4,,Saloon,BLUE,2,43664
191-D-3414,2019-Jan-14,,Opel,Crossland X,SUV,Blue,A,23508
XXX-X-4573,2018-01-18,Dublin,Opel : Corsa (Hatchback),,,blue,a,18470
XXX-X-4504,2018-02-14,Dublin,Ford : Focus (Estate),,,blue,a,30481
XXX-X-1845,2020-03-05,Dublin,Opel : Astra (Hatchback),,,white,a,29548
182-D-2389,2018-Nov-18,Dublin,bmw,3 series : saloon,,<colour>Red</colour>,B,45530
182-d-1366,14 Jul,DUBLIN,BMW : 5 Series,,Estate,RED,3,64454
XXX-X-2741,2019-01-25,Dublin,Mazda : CX-5 (SUV),,,red,b,44009
181-D-1837,2018-Mar-25,Dublin,mazda,cx-30 : suv,,<colour>Orange</colour>,B,35539
XXX-X-3140,2019-02-15,Limerick,Mazda : CX-5 (SUV),,,white,b,43323
181-L-2967,2018-Jan-10,,mercedes,C-CLASS,Saloon,#C0C0C0,B,98232
XXX-X-449,2019-01-13,Waterford,Mazda : CX-5 (SUV),,,orange,b,35124
XXX-X-282,2019-02-04,Dublin,Toyota : Prius (Hatchback),,,white,b,35777
